//df = prepro("data/base.csv",['가해운전자,요일'])
,Model,Avg Accuracy,Avg Precision,Avg Recall,Avg F1,Avg Confusion Matrix,Avg Early Stopping Epoch
0,DynamicANNWrapper0,0.9523588713667234,0.953805122034187,0.95239927371809,0.9525269034576794,"[[2474   73   33]
 [ 193 2380    6]
 [  61    1 2518]]",
1,DynamicANNWrapper0,0.9568548350629997,0.9591057204378645,0.9569032041653804,0.9571445714249492,"[[2509   49   21]
 [ 181 2393    5]
 [  74    0 2505]]",
2,DynamicANNWrapper0,0.9546582090931441,0.9553831921375628,0.954695440264923,0.954726372452604,"[[2457   76   46]
 [ 153 2419    7]
 [  51   16 2513]]",
3,DynamicANNWrapper0,0.9583268956331018,0.9593380476166626,0.958287569965071,0.95843119479382,"[[2483   63   33]
 [ 173 2400    6]
 [  43    2 2535]]",
